,FP,0FP,TP,0TP
C/C=C(\C)CN1CCC(Oc2cccc(C(=O)NCc3ccccn3)c2)CC1,-0.0,0.0,1.0,1.0
C1=C2C[N+]3(CCCC3)CC2Cc2ccc3ccccc3c21,-0.0,0.0,1.0,1.0
C=C(C)COc1ccc(-c2[nH]ncc2-c2ccc(Br)cc2)c(O)c1,1.0,0.0,0.0,0.0
C=C(C)CSc1nnc(CCCCCNC(=O)OC(C)(C)C)o1,-0.0,1.0,1.0,0.0
C=CC(=O)N=c1sc2ccccc2n1-c1ccccc1,-0.0,1.0,1.0,0.0
C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)C(C)C)sc2c1,-0.0,0.0,1.0,1.0
C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)C3CCCO3)sc2c1,-0.0,0.0,1.0,1.0
C=CCN1C(c2cccc(C(F)(F)F)c2)=CS/C1=C(/C#N)c1nnc(N2CCOCC2)n1-c1ccccc1,1.0,1.0,0.0,0.0
C=CCNC(=O)/C(=C\c1ccc([N+](=O)[O-])cc1)NC(C)=O,1.0,0.0,0.0,0.0
C=CCNC(=O)c1ccc(C2SCC(=O)N2Cc2ccccc2)cc1,-0.0,0.0,1.0,1.0
C=CCNC(=O)c1onc(CSc2ccc(C(C)C)cc2)c1C(=O)O,-0.0,0.0,1.0,1.0
C=CCNS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,-0.0,0.0,1.0,1.0
C=CCNc1nc(SC)nc2ccsc12,-0.0,0.0,1.0,1.0
C=CCNc1nc(SCC=C)nc2ccsc12,-0.0,0.0,1.0,1.0
C=CCNc1nc2ccccc2nc1NS(=O)(=O)c1ccc(Br)cc1,-0.0,0.0,1.0,1.0
C=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-0.0,0.0,1.0,1.0
C=CCOC(=O)C1=C[C@@H](c2cn(C(C)=O)c3ccccc23)C[C@@H](OCCCCO)O1,1.0,1.0,0.0,0.0
C=CCOc1ccccc1CNCc1ccc(F)cc1,-0.0,0.0,1.0,0.0
C=CCSc1nc2ccccc2n1Cc1nnc(-c2cccs2)o1,-0.0,0.0,1.0,1.0
C=CCSc1nnc(-c2ccncc2)n1-c1ccc(OCC)cc1,-0.0,0.0,1.0,1.0
C=CCSc1nsc(NC(=O)Nc2ccc(F)cc2)n1,1.0,0.0,0.0,1.0
C=CC[C@H]1CC(Cc2ccccc2)=C[C@H](CC=C)N1,-0.0,0.0,1.0,1.0
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,-0.0,0.0,1.0,1.0
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,-0.0,0.0,1.0,1.0
C=CCc1ccc(OCC(O)CN2CCC(Cc3ccccc3)CC2)c(OC)c1,-0.0,0.0,1.0,0.0
C=CCn1c(CSc2nc3ccccc3s2)nnc1SCC(=O)NCc1ccccc1,-0.0,0.0,1.0,0.0
C=CCn1c(NC(=O)c2ccccc2Cl)c(C#N)c2nc3ccccc3nc21,1.0,0.0,0.0,1.0
C=CCn1c(O)c(C(CC)=NC(C)c2ccccc2)c(=O)[nH]c1=O,-0.0,1.0,1.0,0.0
C=CCn1c(SC2CCOC2=O)nc2scc(C3CC3)c2c1=O,-0.0,0.0,1.0,1.0
C=CCn1c(SCC(=O)NC(=O)NC2CCCC2)nnc1C1CCCCC1,-0.0,0.0,1.0,1.0
C=CCn1c(SCC(=O)c2ccc(OC)cc2)nnc1-c1ccc2c(c1)OCO2,1.0,0.0,0.0,0.0
C=CCn1c(SCc2ccc(C(=O)NCCO)cc2)nc2ccccc2c1=O,1.0,0.0,0.0,1.0
C=CCn1c(SCc2ccc(F)cc2)nc2c1c(=O)[nH]c(=O)n2C,1.0,0.0,0.0,1.0
C=CCn1c(SCc2ccccc2C#N)nnc1-c1ccccc1O,1.0,0.0,0.0,1.0
C=CCn1cc(C(=O)NCCCN(CC)CC)c(=O)c2cc(S(=O)(=O)N3CCC(C)CC3)ccc21,-0.0,1.0,1.0,0.0
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](OC(C)=O)[C@H](O)[C@@]2(C)O1,-0.0,0.0,1.0,1.0
C=Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1,-0.0,0.0,1.0,1.0
C=Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1,-0.0,0.0,1.0,1.0
C=Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,-0.0,0.0,1.0,1.0
C=Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,-0.0,0.0,1.0,1.0
CC#CCN(CC#CC)S(=O)(=O)c1ccc(-n2cnnn2)c(OC)c1,-0.0,0.0,1.0,1.0
CC(/C=C1\NC(=S)NC1=O)=C\c1ccccc1,-0.0,1.0,1.0,0.0
CC(/C=C1\SC(=O)N(CCCC(=O)O)C1=O)=C\c1ccccc1,-0.0,0.0,1.0,0.0
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,-0.0,0.0,1.0,0.0
CC(/C=C1\SC(=S)N(NC(=O)c2ccncc2)C1=O)=C\c1ccccc1,-0.0,0.0,1.0,0.0
CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=C\c1ccccc1,-0.0,0.0,1.0,0.0
CC(/C=N/NC(=O)c1cc(-c2ccncc2)nc2ccccc12)=C\c1ccco1,-0.0,1.0,1.0,0.0
CC(=O)/C(=N/Nc1ccccc1)Sc1nnc(C(O)c2ccccc2)n1-c1ccccc1,1.0,1.0,0.0,0.0
CC(=O)/C(C#N)=C1\NC(=O)C(Cc2ccc(C)c(Cl)c2)S1,1.0,0.0,0.0,1.0
CC(=O)/C=C/c1ccc2ccccc2n1,1.0,1.0,0.0,0.0
CC(=O)C(Sc1nn(C)c(=S)s1)C(=O)Nc1ccccc1,-0.0,0.0,1.0,0.0
CC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1c1ccccc1F,1.0,0.0,0.0,1.0
CC(=O)C1=C(O)C=C(c2ccco2)CC1c1ccco1,1.0,0.0,0.0,1.0
CC(=O)N(C)c1ccc(NC(=O)C(Sc2ccccc2)c2ccccc2)cc1,-0.0,0.0,1.0,0.0
CC(=O)N(C)c1ccc(OCC(O)CN(c2ccccc2C)S(=O)(=O)c2ccc(C)cc2)cc1,-0.0,0.0,1.0,0.0
CC(=O)N(c1ccccc1)c1nc(/C=C/C(=O)Nc2c(C)cc(C)cc2C)cs1,1.0,1.0,0.0,0.0
CC(=O)N/N=C/c1c(C)[nH]n(-c2ccccc2)c1=O,1.0,0.0,0.0,0.0
CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)NC3CCC(C)CC3)c2)CC1,-0.0,0.0,1.0,1.0
CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)NC4CCCC(C)C4C)C3)cc2CC1C,-0.0,0.0,1.0,1.0
CC(=O)N1c2ccc(S(=O)(=O)NCCC(=O)NC3CCCC(C)C3C)cc2CC1C,-0.0,0.0,1.0,1.0
CC(=O)N1c2ccc(S(=O)(=O)NCc3ccccc3Cl)cc2CC1C,-0.0,0.0,1.0,1.0
CC(=O)NC(CC(=O)NCCN1C(=O)S/C(=C\c2ccccc2)C1=O)c1ccccc1,-0.0,0.0,1.0,0.0
CC(=O)NC(Cc1cccc(F)c1)C(=O)NC1CCN(C(=O)c2cccc(C)c2)CC1,1.0,0.0,0.0,1.0
CC(=O)NCC(=O)N(Cc1ccco1)C1(C(=O)NC2CCCCC2)CCCCC1,1.0,0.0,0.0,1.0
CC(=O)NN1C(=O)c2ccc(Oc3cccc([N+](=O)[O-])c3)cc2C1=O,-0.0,0.0,1.0,1.0
CC(=O)NS(=O)(=O)c1ccc(NC(=S)NC(=O)Cc2ccccc2)cc1,1.0,0.0,0.0,0.0
CC(=O)Nc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,-0.0,0.0,1.0,1.0
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)OC(C)C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,-0.0,0.0,1.0,0.0
CC(=O)Nc1ccc(Nc2cc(C)c3ccccc3n2)cc1,-0.0,0.0,1.0,1.0
CC(=O)Nc1ccc(Oc2ncccn2)c(Cl)c1,1.0,0.0,0.0,1.0
CC(=O)Nc1ccc(S(=O)(=O)NC2=C(N3CCN(Cc4ccccc4)CC3)C(=O)c3ccccc3C2=O)cc1,-0.0,1.0,1.0,0.0
CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(N)cc2)cc1,-0.0,0.0,1.0,0.0
CC(=O)Nc1cccc(C(=O)OC(C)C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,-0.0,0.0,1.0,1.0
CC(=O)Nc1nc2c(s1)C(=O)NCC(C)(C)C2,1.0,0.0,0.0,1.0
CC(=O)OC(C(=O)NC1CCCCC1)c1ccc(Cl)c(Cl)c1,1.0,0.0,0.0,1.0
CC(=O)OC1CC2(C)/C(=N\O)CCC2C2CCc3cc(O)ccc3C12,-0.0,0.0,1.0,0.0
CC(=O)OC1CC2(C)C(=O)CCC2C2CCc3cc(O)ccc3C12,-0.0,0.0,1.0,1.0
CC(=O)OCCCCCCCCCCC[N+]1(C)CCCCC1,-0.0,1.0,1.0,0.0
CC(=O)OCCOCn1cnn2c(=O)c(Br)c(C)nc12,-0.0,0.0,1.0,1.0
CC(=O)OCC[N+](C)(C)C,-0.0,1.0,1.0,0.0
CC(=O)O[C@@H]1/C=C/[C@](C)(O)C[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]312,-0.0,0.0,1.0,1.0
CC(=O)O[C@@]12CO[C@@H]1C[C@@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C12)C3(C)C,-0.0,1.0,1.0,0.0
CC(=O)Oc1cc2c3c(c1)/C(=C1/SC(=S)NC1=O)C(=O)N3C(C)(C)C=C2C,-0.0,1.0,1.0,0.0
CC(=O)Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)NCC3CCCO3)cc2)cc1,-0.0,0.0,1.0,0.0
CC(=O)Oc1ccc2nc(-c3ccco3)oc(=O)c2c1,1.0,0.0,0.0,0.0
CC(=O)SC(C[N+](=O)[O-])c1cn(C(C)=O)c2ccccc12,-0.0,1.0,1.0,0.0
CC(=O)c1cc2c(cc1NC(=O)CCNC(=O)c1ccccc1Cl)OCO2,-0.0,0.0,1.0,1.0
CC(=O)c1ccc(N2C(=O)[C@@H]3C(CCC(N)=O)NC4(C(=O)Nc5c4ccc(Cl)c5C)[C@@H]3C2=O)cc1,-0.0,0.0,1.0,1.0
CC(=O)c1ccc(N2CCN(C(=O)C3CCCN(c4ncnc5c4nc4n5CCCCC4)C3)CC2)cc1,-0.0,0.0,1.0,0.0
CC(=O)c1ccc(Nc2nc(NCCO)nc(OC(C(F)(F)F)C(F)(F)F)n2)cc1,-0.0,0.0,1.0,0.0
CC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,1.0,0.0,0.0,1.0
CC(=O)c1ccc(S(=O)(=O)N(C)C(C)CCc2ccco2)cc1,-0.0,0.0,1.0,1.0
CC(=O)c1cccc(OCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c1,-0.0,0.0,1.0,1.0
CC(C(=O)NC1CCCCCC1)N(c1ccccc1)S(C)(=O)=O,1.0,0.0,0.0,1.0
CC(C(=O)NC1CCS(=O)(=O)C1)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,-0.0,1.0,1.0,0.0
CC(C)(C)C(=O)/C(C#N)=C/c1ccc(O)cc1,-0.0,1.0,1.0,0.0
CC(C)(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCCO4)cc2)CC1,-0.0,0.0,1.0,0.0
CC(C)(C)C(=O)NC(=S)NNC(=O)C(c1ccccc1)c1ccccc1,-0.0,0.0,1.0,0.0
CC(C)(C)C(=O)NC(=S)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,1.0,0.0,0.0,0.0
CC(C)(C)C(=O)NNC(=O)c1cc2sccc2s1,1.0,0.0,0.0,1.0
CC(C)(C)C(=O)Nc1scc(-c2ccc(-c3ccccc3)cc2)c1C(=O)O,-0.0,1.0,1.0,0.0
CC(C)(C)C(=O)Oc1cccc(Nc2ncnc3ccccc23)c1,-0.0,0.0,1.0,0.0
CC(C)(C)CC(=O)NCCc1csc(-c2ccccc2)n1,-0.0,0.0,1.0,1.0
CC(C)(C)CC(C)(C)NC(=S)Nc1ccc2nc(-c3ccccn3)c(-c3ccccn3)nc2c1,-0.0,1.0,1.0,0.0
CC(C)(C)CC(C)(C)NCC(O)COc1c(F)cc(Br)cc1F,-0.0,0.0,1.0,1.0
CC(C)(C)N(NC(=O)Nc1ccccc1)C(=O)c1ccccc1,1.0,0.0,0.0,1.0
CC(C)(C)N/N=C/c1cc(Cl)cc([N+](=O)[O-])c1O,-0.0,1.0,1.0,0.0
CC(C)(C)NC(=O)CSc1ncnc2c1nnn2Cc1ccccc1Cl,1.0,0.0,0.0,1.0
CC(C)(C)NC(=O)NC(=O)CN1CCC(Cc2ccccc2)CC1,-0.0,0.0,1.0,1.0
CC(C)(C)NC(=O)NC(=O)CN1CCN(c2cccc(Cl)c2)CC1,-0.0,0.0,1.0,1.0
CC(C)(C)NC(=O)c1ccc(COc2ccccc2Br)o1,1.0,0.0,0.0,1.0
CC(C)(C)NCC(O)Cn1cc(C=O)c2ccccc21,-0.0,0.0,1.0,0.0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,-0.0,0.0,1.0,1.0
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,-0.0,0.0,1.0,1.0
CC(C)(C)NCc1cccn1-c1sc2c(c1C#N)CCCC2,-0.0,0.0,1.0,1.0
CC(C)(C)NS(=O)(=O)c1cc(C(=O)Nc2sccc2C#N)ccc1Cl,1.0,0.0,0.0,1.0
CC(C)(C)NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,-0.0,0.0,1.0,1.0
CC(C)(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,-0.0,0.0,1.0,0.0
CC(C)(C)OC(=O)NCCCCCc1nnc(SCC(=O)Nc2cccc(Cl)c2)o1,1.0,1.0,0.0,0.0
CC(C)(C)OC(=O)NCCCCCc1nnc(SCC(N)=O)o1,1.0,1.0,0.0,0.0
CC(C)(C)OC(=O)NCCc1nnc(SCc2ccc(Cl)cc2)o1,-0.0,0.0,1.0,0.0
CC(C)(C)S(=O)(=O)/C(C#N)=N/Nc1ccc(Cl)cc1,-0.0,1.0,1.0,0.0
CC(C)(C)[C@H]1CCC(=O)N([C@H](CN=[N+]=[N-])Cc2ccccc2)CC1,1.0,0.0,0.0,0.0
CC(C)(C)c1cc(C(=O)N/N=C/c2ccc(F)cc2)n(-c2ccccc2)n1,-0.0,0.0,1.0,0.0
CC(C)(C)c1cc(C(F)(F)F)nc(SCCCNC(=O)c2ccco2)n1,1.0,0.0,0.0,1.0
CC(C)(C)c1ccc(-c2nnc(N)s2)cc1,1.0,0.0,0.0,1.0
CC(C)(C)c1ccc(C(=O)CC(Sc2ccc(Cl)cc2)C(=O)O)cc1,-0.0,0.0,1.0,0.0
CC(C)(C)c1ccc(C(=O)CSc2ncn[nH]2)cc1,-0.0,0.0,1.0,0.0
CC(C)(C)c1ccc(C(=O)Nc2ccc(Oc3cccnc3)nc2)cc1,1.0,0.0,0.0,1.0
CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,-0.0,1.0,1.0,0.0
CC(C)(C)c1csc(NC(=O)c2ccccc2O)n1,1.0,0.0,0.0,1.0
CC(C)(C)c1nc2cc(Cl)c([N+](=O)[O-])cc2o1,1.0,0.0,0.0,1.0
CC(C)(C)n1ncc2c(=O)n(CC(=O)OCc3ccccc3)cnc21,1.0,0.0,0.0,1.0
CC(C)(C)n1nnnc1C(c1ccc2ncccc2c1)N1CCC(O)CC1,1.0,0.0,0.0,1.0
CC(C)=CCN1CCN(Cc2cn(C(C)C)c3ccccc23)CC1CCO,-0.0,0.0,1.0,1.0
CC(C)=CCN1CCN(Cc2nc(-c3ccc(F)cc3)cs2)CC1CCO,1.0,0.0,0.0,1.0
CC(C)=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1.0,1.0,0.0,0.0
CC(C)C(=O)Nc1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1,-0.0,0.0,1.0,1.0
CC(C)C(NC(=O)c1ccccc1Br)c1ccccc1,1.0,0.0,0.0,1.0
CC(C)C(NC(=O)c1ccccc1Cl)C(=O)OCc1nc2scc(-c3ccccc3Cl)c2c(=O)[nH]1,1.0,1.0,0.0,0.0
CC(C)CC(=O)Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1,1.0,0.0,0.0,1.0
CC(C)CC(=O)Nc1nc(=S)ss1,-0.0,1.0,1.0,0.0
CC(C)CCNC(=S)Nc1ccc([N+](=O)[O-])cc1,-0.0,0.0,1.0,0.0
CC(C)CCSc1cc(NCCO)c([N+](=O)[O-])c2nonc12,1.0,1.0,0.0,0.0
CC(C)CCn1c(CN(C)Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,1.0,0.0,0.0,1.0
CC(C)CN1CCC(Oc2cccc(C(=O)NCCc3ccccc3)c2)CC1,-0.0,0.0,1.0,1.0
CC(C)CN1CCNC(=O)C1CC(=O)NCCc1ccc(C(F)(F)F)cc1,1.0,0.0,0.0,1.0
CC(C)CNS(=O)(=O)c1ccc(CCC(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,-0.0,0.0,1.0,0.0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1.0,0.0,0.0,0.0
CC(C)COc1nc2ccccc2nc1N1CCN(C)CC1,-0.0,0.0,1.0,1.0
CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,-0.0,1.0,1.0,0.0
CC(C)Cc1csc(NC(=O)c2ccc(Br)cc2)c1C(=O)O,-0.0,0.0,1.0,1.0
CC(C)Cn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,-0.0,0.0,1.0,1.0
CC(C)Cn1c(N)c(C(=O)COC(=O)CCNS(=O)(=O)c2ccccc2)c(=O)n(C)c1=O,-0.0,0.0,1.0,0.0
CC(C)Cn1c(N)c(C(=O)COC(=O)c2ccccc2Cl)c(=O)n(C)c1=O,1.0,0.0,0.0,1.0
CC(C)N(C)CCOC(=O)C1COc2ccccc2O1,-0.0,0.0,1.0,1.0
CC(C)NCC(O)c1ccc(O)c(O)c1,-0.0,0.0,1.0,0.0
CC(C)NS(=O)(=O)c1ccc(CCC(=O)N2CCc3ccccc3C2)cc1,-0.0,0.0,1.0,1.0
CC(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3C2=O)n1,-0.0,0.0,1.0,0.0
CC(C)OC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,-0.0,0.0,1.0,1.0
CC(C)OC(=O)CN1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,-0.0,0.0,1.0,1.0
CC(C)OC(=O)c1c(NC(=O)C2CC=CCC2C(=O)O)sc2c1CCCCC2,1.0,0.0,0.0,1.0
CC(C)OC(=O)c1cccc(-c2ccc(C=O)o2)c1,-0.0,0.0,1.0,0.0
CC(C)OCCCNC(=O)c1c(N)n(CC2CCCO2)c2nc3ccccc3nc12,1.0,0.0,0.0,1.0
CC(C)OP(=O)(OC(C)C)/C(C=O)=N\Nc1ccc([N+](=O)[O-])cc1,1.0,1.0,0.0,0.0
CC(C)Oc1ccc(/C=N/NC(=O)C(CSCc2ccccc2)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1.0,1.0,0.0,0.0
CC(C)Sc1nc2c(c(=O)[nH]1)C(c1cccs1)C1=C(CC(C)(C)CC1=O)N2,1.0,0.0,0.0,1.0
CC(C)Sc1nc2ccc(Br)cc2[nH]1,1.0,0.0,0.0,0.0
CC(C)Sc1sc(C(=O)O)c(-c2ccc(Cl)cc2)c1C#N,-0.0,0.0,1.0,0.0
CC(C)[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)c1ccc2c(c1)NC(=O)CO2,-0.0,0.0,1.0,1.0
CC(C)[C@H]1C(=O)Nc2ccccc2N1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,1.0,1.0,0.0,0.0
CC(C)c1c(C(=O)N/N=C/c2cccc(OCc3ccc(F)cc3)c2)nnn1-c1nonc1N,-0.0,0.0,1.0,0.0
CC(C)c1cc(C(=O)N2CCCC(CCC(=O)N3CCN(c4ccccn4)CC3)C2)no1,-0.0,0.0,1.0,1.0
CC(C)c1cc(C(=O)NNC(=S)NC2CCCCC2)cs1,-0.0,0.0,1.0,0.0
CC(C)c1cc(C(=O)NNC(=S)NCc2ccccc2)cs1,-0.0,0.0,1.0,0.0
CC(C)c1cc(O)c(-c2ccccc2)c(=O)n1-c1ccc(Cl)cc1,1.0,0.0,0.0,1.0
CC(C)c1ccc(-c2nc3ccccc3s2)cc1,1.0,0.0,0.0,0.0
CC(C)c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)NCCCn2ccnc2)cc1,-0.0,1.0,1.0,0.0
CC(C)c1ccc(/C=C/c2ccc(=O)n(C)n2)cc1,1.0,0.0,0.0,1.0
CC(C)c1ccc(C(C)NC(=O)C2CCCC2)cc1,-0.0,0.0,1.0,1.0
CC(C)c1ccc(CNCc2ccccc2)cc1,-0.0,0.0,1.0,1.0
CC(C)c1ccc(NC(=O)CSc2nc(=O)n(CCCN3CCOCC3)c3c2CCC3)cc1,-0.0,0.0,1.0,0.0
CC(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,-0.0,1.0,1.0,0.0
CC(C)c1ccc(S(=O)(=O)N2CCC(C(=O)NCC3(N(C)C)CCCCC3)CC2)cc1,-0.0,0.0,1.0,1.0
CC(C)c1ccc2c(c1)C1(NN=C(c3ccccc3)S1)C(=O)N2,-0.0,0.0,1.0,0.0
CC(C)c1nc(C(=O)N2CCCC(CCC(=O)N(C)CCc3ccccn3)C2)cs1,1.0,0.0,0.0,1.0
CC(C)c1nc(C(=O)N2CCCC(N3CCN(c4cccc(Cl)c4)CC3)C2)cs1,-0.0,0.0,1.0,1.0
CC(C)c1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2Br)n[nH]1,1.0,0.0,0.0,1.0
CC(C)c1nc2oc3c(N(C)CCO)ncnc3c2c2c1CCC2,1.0,0.0,0.0,1.0
CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,-0.0,0.0,1.0,0.0
CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,-0.0,0.0,1.0,0.0
CC(C)n1c(=S)[nH]c2cc(C(F)(F)F)ccc21,-0.0,0.0,1.0,0.0
CC(C)n1c(=S)[nH]c2cc(Cl)ccc21,-0.0,1.0,1.0,0.0
CC(C)n1c(O)c(N=NC(=O)CNC(=O)Cc2ccc(Cl)cc2)c2ccccc21,-0.0,0.0,1.0,1.0
CC(C)n1c(O)c(N=NC(=O)Cc2csc(N3CCOCC3)n2)c2ccccc21,-0.0,0.0,1.0,1.0
CC(C)n1cc([C@@H]2C[C@H]3CN(Cc4cccc(Cl)c4)C(=O)[C@]34CCCN24)cn1,1.0,0.0,0.0,1.0
CC(C)n1cnc2c(N(C)c3cccc(Cl)c3)nc(N(CCO)CCO)nc21,-0.0,0.0,1.0,1.0
CC(CC1C(C#N)=C(N)SC(N)=C1C#N)c1ccccc1,1.0,0.0,0.0,1.0
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,-0.0,0.0,1.0,0.0
CC(CCc1ccc(O)cc1)NCc1ccc(Br)cc1,1.0,0.0,0.0,1.0
CC(CN1CCN(C)CC1)OC(=O)c1ccccc1Cl,-0.0,0.0,1.0,1.0
CC(CNC(=O)c1ccc(OC2CCN(Cc3ccccn3)CC2)cc1)c1ccccc1,-0.0,0.0,1.0,1.0
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.0,0.0,1.0,1.0
CC(Cc1ccccc1)Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-0.0,0.0,1.0,1.0
